法人代码,法人单位,法人,职务,乡（镇）,村（街）,街道办事处,居委会,地名代码,省地县码,乡村码,区号,电话,电话分机,传真,传真分机,邮政编码,主要产品1,主要产品2,主要产品3,行业类别,会计制度类,注册类型,控股情况,隶属关系,开业时间年,开业时间月,营业状态,建房资级,产活单位数,农林牧渔业,工业,建筑业,交通运输业,批发零售贸,餐饮业,其它,企业规模,轻重工业,从业人数,工业产值固,工业产值现,新产品产值,工业销售现,出口交货值,全部职工,工业增加值,流动资产计,应收帐净额,存货,产成品,流动均余额,长期投资,固定资产合,固资原价合,生产经营用,累计折旧,本年折旧,固资净年余,无形递延合,无形资产,资产总计,流动资产负,长期负债合,负债合计,所有者权益,实收资本,国家资本金,集体资本金,法人资本金,个人资本金,港澳台资本,外商资本金,销售收入,销售成本,销售费用,销售税附加,销售利润,其它业务利,管理费用,税金,财产保险费,劳待保险费,财务费用,利息支出,营业利润,补贴收入,利润总额,亏损总额加,利税总额加,就交所得税,应付利润,年应付工资,主营业务应,年应付福利,主营业务福,应交增值税,本年进项税,本年销项税,中间投入合,税金（加）,YEAR
101108117 ,北京市和平构件厂,吴玉德,厂长,孙河,北甸,孙河,北甸,105,111301,5,10,64378241,,,,100103,非主要承重结构,,,3123,1,110,1,20,1987,11,2,,1,0,1,0,0,0,0,0,30,23,100,1577,2766,0,2225,0,30,2017,4201,159,3852,3637,4658,0,1424,3237,3237,1813,297,1637,0,0,5625,1913,0,1913,3712,710,0,0,710,0,0,0,2225,1993,0,5,227,0,124,0,0,0,-4,0,107,0,107,0,243,35,72,302,302,42,42,131,247,378,880,136,2000
101108280 ,北京市天利电器工业公司,常树民,副经理,洼里,花虎沟八号,洼里,双泉,105,110601,5,10,62017615,,62920732,,100085,高压开关板,低压开关板,,4024,1,110,1,20,1983,4,1,,2,0,1,1,0,0,0,0,30,23,103,3259,4456,0,4456,0,44,1197,10317,555,3018,0,6875,77,3287,4284,0,2676,333,1605,372,372,14560,8699,1258,9957,4603,174,174,0,0,0,0,0,4456,3592,213,14,637,0,646,2,23,246,-18,-40,9,0,1,0,187,0,0,474,474,86,86,172,589,757,3431,186,2000
10110831X,北京市东郊润滑剂厂,刘振江,厂长,黄港,沙子营,黄港,沙子营,105,111101,5,10,64232671,,,,100012,石油制品业,,,2530,1,110,1,20,1991,9,1,,1,0,1,0,0,0,0,0,30,22,8,404,1047,0,1108,0,6,183,896,30,160,16,896,0,34,261,0,227,99,34,0,0,930,177,800,977,-47,800,0,0,800,0,0,0,1143,966,0,0,177,8,187,0,0,0,-3,0,1,0,1,0,17,0,0,37,37,6,6,16,178,194,880,16,2000
101108790 ,北京瑞普电子集团,王桂江,总经理,,三元桥霞光里5号,卖子店,,105,111201,3,10,64642798,,64608482,,100027,可燃气体检测报警器,,,4221,1,120,9,20,1988,12,1,,1,0,1,0,0,0,0,0,30,23,730,34517,31803,0,22601,0,763,32487,103778,7427,19539,10774,93087,1071,43584,25042,23219,9755,1692,16645,3077,0,151510,81151,7305,88456,63054,53041,0,0,52241,800,0,0,45493,27750,2148,638,14957,3337,16687,237,32,7844,47,-37,1560,0,1735,0,4413,367,0,6624,6624,846,846,2040,4033,6226,1356,2678,2000
101108854 ,北京市朝阳区房水泥构件厂,王明亮,厂长,三间房,三间房,三间房,三东,105,111603,5,10,65761796,,,,100024,生产水泥构件,,,3123,1,120,9,63,1980,4,1,,1,0,1,0,0,0,0,0,30,23,102,9149,13656,0,13656,0,92,5336,3238,0,826,612,3142,0,4854,7534,5530,2680,753,4855,0,0,8092,392,0,392,7700,2095,0,2095,0,0,0,0,13656,10504,0,55,3097,0,2196,29,0,0,0,0,901,0,901,0,1971,109,710,1131,1131,288,288,1015,1306,2321,9335,1070,2000
101109099 ,北京市朝阳化工设备厂,秦百山,厂长,三间房,北双桥,三间房,北双桥,105,111602,5,10,65762361,,,,100024,制造化工设备,金属结构加工,化工设备安装,3410,1,120,9,63,1981,3,1,,1,0,1,0,0,0,0,0,30,23,132,7171,10984,0,10984,0,125,2478,4056,0,1455,686,4056,0,3556,4853,4500,1297,220,3556,0,0,7612,2264,2264,4528,3084,4090,0,4090,0,0,0,0,10984,10244,99,20,621,0,29,29,0,0,0,0,592,0,621,0,1203,73,0,1887,1275,50,50,562,1304,1866,9068,582,2000
101109259 ,北京市朝阳区远东汽车修理部,李建军,经理,,三间房乡政府50米,三间房,三东,105,111603,5,10,65763286,,65755109,,100024,汽车修理业,,,3782,1,120,9,63,1997,2,1,,1,0,1,0,0,0,0,0,30,23,24,6600,6600,0,6600,0,30,2690,486,29,65,0,40,0,1230,1460,1460,230,112,102,0,0,1716,540,0,540,1176,1115,0,1090,0,25,0,0,6600,5440,625,40,495,0,25,0,0,0,0,0,470,0,480,0,570,10,400,194,194,0,0,50,0,0,3960,90,2000
101109822 ,中国华北电力集团公司(在京单位),翟若愚,总经理,,广安门内大街482号,广内,第四,104,110549,1,10,83581421,,83581415,,100053,电力生产,,,4411,1,110,1,10,1950,1,1,,6,0,2,0,0,0,0,4,11,22,1412,1157373,3609550,0,3609550,0,7291,2731549,3426773,1108252,75875,0,3348132,372,20651291,21684160,20830037,4835791,978356,15936759,5498,0,24083934,3014054,21069880,24083934,0,0,0,0,0,0,0,0,3644517,2778809,0,31705,834003,6579,0,0,0,0,172005,164054,668577,0,208000,0,557654,0,0,196065,196065,37523,37523,317949,153738,471687,1195950,349654,2000
101109830 ,北京市饴糖厂,张洪亮,厂长,,白家庄路3号,三里屯,中纺三,105,110403,2,10,65022645,,67384125,,100020,饴糖,,,1497,1,110,1,20,1956,10,1,,1,0,1,0,0,0,0,0,30,11,145,5151,12659,0,12736,0,168,2344,8384,2831,760,289,8507,0,9118,11713,10884,3015,593,8259,9678,0,27180,14881,3344,18225,8955,7996,7996,0,0,0,0,0,12736,9720,1535,88,1393,2444,3444,60,17,558,436,436,-43,0,3,0,976,56,25,204,204,287,287,885,1410,2201,11200,973,2000
101110188 ,北京市京雪兰羽绒制品厂,钟永禄,厂长,草桥,右外镇国寺44号,新村,镇国寺,106,111033,3,10,63039107,,,,100054,羽绒制品业,,,1952,1,110,1,20,1984,9,1,,1,0,1,0,0,0,0,0,30,11,26,0,0,0,0,0,20,1,2800,1563,619,118,2888,0,345,1327,1327,982,34,364,0,0,3145,0,0,7746,-4601,857,857,0,0,0,0,0,24,48,3,6,-33,302,266,31,7,45,97,97,-94,0,-91,-91,-84,0,0,68,68,9,9,1,0,0,0,7,2000
101110284 ,北京市东郊首饰工艺品厂,王月明,厂长,崔各庄,马泉营,崔各庄,马泉营,105,111201,5,10,64367044,,,,100015,景泰兰产品,,,4312,1,110,1,20,1989,8,1,,1,0,1,0,0,0,0,0,30,12,76,1659,1867,0,2074,0,43,434,3111,3,806,439,3162,0,2893,4480,4409,1587,193,2975,0,0,6004,1794,0,1794,4210,1284,71,0,1213,0,0,0,2075,1646,9,4,416,331,558,8,0,73,-24,0,213,0,272,0,410,86,0,286,286,42,42,134,196,324,1567,138,2000
101110356 ,北京手表厂,刘冀虎,厂长,东门外,松元,昌平城区,松元,114,110155,4,10,69742336,22,69741998,,102249,手表,,,4260,1,110,1,20,1958,6,1,,1,0,1,0,0,0,0,0,12,12,1798,22379,23067,16664,22660,607,1464,4516,89112,18574,55190,34338,92136,805,57823,101617,82442,55235,2646,53374,1190,0,148930,143871,3714,147585,1345,41206,41206,0,0,0,0,0,19868,16734,960,123,2051,1775,13684,400,146,3586,3897,3883,-13755,0,-3789,-3789,-1497,0,0,11518,10731,1619,1502,2169,1619,3507,20720,2292,2000
101110399 ,北京长毛绒厂,王天玺,厂长,,清河,清河,北京长毛绒厂,108,111701,5,10,62913858,,62913851,,100085,长毛绒,,,1742,1,143,9,20,1984,8,1,,2,0,1,0,0,0,0,1,13,11,727,4975,4169,0,5407,0,276,-9562,54235,443,6788,6788,43242,81,51917,71974,48880,21699,2172,52423,5099,0,111332,114824,43564,158388,-47056,15804,0,0,15804,0,0,0,5483,6733,78,0,-1328,1148,4885,119,5,513,5867,5869,-10932,0,-11478,-11478,-11404,0,0,2294,2294,321,321,74,908,982,13805,74,2000
101110479 ,北京轻联皮革集团公司,李曜,经理,方庄,南三环东路二十九号,方庄,胡村,106,111327,2,10,67666045,,67666089,,100078,革皮箱包,革皮服装,,1921,1,110,1,20,1994,6,1,,6,0,6,0,0,0,0,0,13,11,752,8362,7930,0,7895,2475,1093,3031,207021,66060,7518,3171,166467,20025,65170,74843,65168,20059,569,62776,6986,0,299202,211415,40099,251515,47687,23155,0,18886,4269,0,0,0,7459,7233,45,15,166,5759,16488,383,112,3690,2149,32,-12712,0,0,0,15,0,0,7199,7199,986,986,-155,1655,1278,4899,15,2000
101110508 ,北京市朝阳东华光电仪器厂,张万,厂长,南皋,南皋,南皋,南皋,105,111401,5,10,64371113,,,,100015,其他金属加工,,,3529,1,110,1,20,1984,12,1,,1,0,1,0,0,0,0,0,30,23,16,0,0,0,0,0,3,4,232,12,110,0,183,47,95,196,180,101,16,103,0,0,374,154,0,154,220,245,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,12,0,0,4,0,4,0,4,2000
101111156 ,北京低温设备厂,王华,董事长,,广外南街51号,广外,椿树馆二,104,110805,2,10,63465224,,63261834,,100055,电冰箱制造业,,,4063,1,120,9,50,1958,10,1,,1,0,1,0,0,0,0,0,30,12,263,10377,8891,3838,8832,0,213,3709,28004,6573,12934,6002,28088,2817,2292,7859,6202,5688,318,2580,1104,0,34217,13889,0,13889,20328,18244,0,2919,0,15325,0,0,8832,7212,61,64,1495,662,2240,26,12,786,-24,-24,-59,0,268,0,974,0,134,1869,1869,316,316,642,1161,1802,5824,706,2000
101111252 ,北京市红星化工厂,任玉利,厂长,旧宫,红化路,旧宫,旧宫,224,110202,5,10,67981662,,67992502,,100076,塑料制品,,,3050,1,110,1,20,1958,10,1,,1,0,1,0,0,0,0,0,22,12,645,3737,4731,0,10103,781,377,1966,27512,3689,7178,6332,32033,0,42985,57821,57821,15776,533,44373,153,0,70650,65227,2900,68127,2523,19585,19385,0,200,0,0,0,9911,10781,9,31,-910,0,2545,2,0,1008,1,0,-3456,0,-3480,-3480,-2965,0,0,3218,3218,439,439,484,1138,1622,3249,515,2000
101111826 ,北京衡器厂,刘悦培,厂长,城区,三街,城区镇,三街,114,110103,4,10,69746064,,69742201,,102200,大型及大型专用衡器,,,4243,1,110,1,50,1956,1,1,,1,0,1,0,0,0,0,0,30,23,370,6708,6975,0,6957,0,207,2085,12042,1279,5309,3273,19316,0,10173,20199,20199,10892,699,9823,0,0,22215,23912,11293,35205,-12990,5924,5924,0,0,0,0,0,7217,4676,958,46,1537,718,3086,209,67,1089,1885,1885,-2716,0,-2701,-2701,-1997,0,0,2197,2197,308,308,658,607,1330,5548,704,2000
101111885 ,北京市双桥印刷厂,刘万友,厂长,黑庄户,大鲁店,黑庄户,大鲁店二,105,111901,5,10,65895022,,,,100023,其他印刷业,,,2319,1,110,1,20,1980,6,1,,1,0,1,0,0,0,0,0,30,11,182,798,817,0,817,0,129,433,1063,26,749,0,1380,0,1561,1257,0,309,94,1597,0,0,2624,3520,0,3520,-896,776,776,0,0,0,0,0,701,1021,125,35,-480,0,968,0,8,273,0,0,-1448,0,-1297,-1297,-1242,0,0,697,661,97,97,20,132,122,404,55,2000
101112562 ,北京明科开关控制设备制造公司,王新生,厂长,草桥,北甲地北,西罗园,小草桥,106,111031,3,10,63126334,,,,100054,刀闸,保险器,,4024,1,120,9,90,1984,11,1,,1,0,1,0,0,0,0,0,30,23,50,0,0,0,0,0,50,-3408,8043,974,5271,587,8743,0,240,396,45,156,52,245,0,0,8283,6577,0,6577,1706,1514,0,1514,0,0,0,0,5759,4621,88,23,1027,0,1422,23,0,704,-18,-18,-377,0,-377,-377,-86,0,30,772,772,81,81,268,586,964,3676,291,2000
101112722 ,北京市朝阳区兴望福利塑料厂,吴国顺,总经理,黄港,上辛堡,黄港,上辛堡,105,111102,5,10,64357614,,64357614,,100015,塑料桶,,,3020,1,120,9,72,1992,7,1,,1,0,1,0,0,0,0,0,30,23,108,24575,26180,0,22248,0,108,13026,16665,8085,138,0,14092,0,8973,12484,11059,3511,995,8788,0,0,25638,7612,0,7612,18026,280,0,0,280,0,0,0,22248,14092,0,19,8137,0,2185,0,0,0,374,374,5578,0,5578,0,7278,1841,0,820,820,101,101,1681,2101,3782,14835,1700,2000
101113645 ,北京科广联通信设备有限责任公司,,,,,,,102,11,2,10,,,,,,,,,4041,1,110,1,10,1980,12,1,,0,0,0,0,0,0,0,0,30,23,0,20867,17834,0,25240,0,193,7365,33682,194,11265,2172,34337,1974,18010,26428,24240,9038,8410,13362,0,0,53666,-790,0,-790,54456,50000,50000,0,0,0,0,0,25240,20460,7,179,4594,2617,6636,231,59,1499,-234,0,809,0,1141,0,5388,376,0,5,5,566,566,4068,2917,4504,14537,4247,2000
101113792 ,北京市朝阳区科海工业自动化仪器厂,叶俊林,厂长,南皋,南皋,南皋,南皋,105,111405,5,10,64368327,,,,100015,电工仪器仪表制造业,,,4212,1,120,9,72,1997,3,1,,1,0,1,0,0,0,0,0,30,23,90,9428,8158,0,8048,0,89,2119,4248,928,3232,2250,3776,0,384,1484,1400,1100,99,434,0,0,4632,3461,0,3461,1171,1044,0,709,335,0,0,0,8048,7645,88,4,311,148,232,3,0,67,-1,-1,228,0,228,0,522,75,128,146,146,133,133,290,1078,1368,6329,294,2000
101114824 ,北京第三印染厂,张允公,厂长,,八里庄北里101号,东风,三印,105,111201,5,10,65071618,,65004998,,100025,印染布,,,1723,1,120,9,20,1980,1,1,,3,0,2,0,0,0,1,0,30,11,614,54675,70345,0,64742,15979,465,11231,21757,3683,12122,8902,20582,14029,36666,70113,70113,33643,2690,39044,40116,0,112568,12590,63578,76169,36399,38990,0,38990,0,0,0,0,66906,66659,1352,31,-1136,2585,4708,121,99,1085,736,713,-3995,0,-3622,-3622,-2542,0,0,5325,5325,745,745,1049,11107,11190,60163,1080,2000
101114832 ,北京市煤气用具厂,李楠,厂长,店正街,9号,麦子店,四路居,105,111222,3,10,65025531,20,65072083,,100016,液化气钢瓶,燃气热水器,民用燃气灶,3679,1,110,1,20,1956,7,1,,1,0,1,0,0,0,0,0,13,23,1069,83865,49535,3252,57996,0,1031,-5513,69963,24169,28429,13417,0,2987,35092,86660,63558,52670,3732,35097,0,0,108042,94526,5985,100511,7531,39860,39860,0,0,0,0,0,57996,54921,1441,320,1314,1126,12874,341,0,2946,2642,2642,-13076,0,-12965,-12965,-9798,0,0,9748,9748,1365,1365,2847,7912,10759,57895,3167,2000
101115050 ,北京化学工业集团有限责任公司,柴晓钟,董事长,柏树街,02号,广安门内,市府大楼,104,110535,1,10,63022806,,63012342,,100053,乙烯丙烯,丁辛醇,焦炭,2651,1,151,1,20,1991,5,1,,1,0,1,0,0,0,0,0,11,22,11242,3587466,4998749,325127,4919813,382737,11664,881806,2911524,865282,924536,526469,2741927,562155,8957025,11396014,10991336,2651472,689976,8993949,3283022,100463,15713726,3879830,9306287,13186117,2527609,1546260,1546260,0,0,0,0,0,5107367,4660913,146384,21831,278239,26879,407421,12633,18713,69871,193258,192296,-295561,185000,-57643,-57643,213244,1631,0,241618,241618,49110,49110,249056,626118,872778,4365999,270887,2000
101115157 ,北京华电麒麟节能电力设备厂,曲福经,经理,草桥,西街2号,新村,草桥村,106,111001,3,10,63566871,,63566873,,100054,高低压电流互感器,开关柜防误操作语音报,警器,4027,1,120,9,90,1980,2,1,,1,0,1,0,0,0,0,0,30,23,49,7582,7271,0,7271,0,49,3030,4055,311,760,253,3955,0,447,1075,1075,628,77,500,0,0,4502,1023,1600,2623,1879,1210,0,1210,0,0,0,0,7660,6705,33,45,877,0,583,0,0,0,-16,-16,310,0,317,0,911,0,0,1096,1096,-17,-17,549,934,1483,4790,594,2000
101115325 ,北京市京海包装制品厂,杜敬思,厂长,平房,定福庄东路1号,平房,平房,105,110401,5,10,65762879,,,,100024,纸箱,,,2230,1,120,9,20,1990,12,1,,1,0,1,0,0,0,0,0,30,11,131,4711,11299,0,10761,0,132,3536,4818,759,2138,1039,4443,0,13117,15043,15043,1926,902,11332,1,0,17936,16616,0,16616,1320,820,820,0,0,0,0,0,10657,9525,550,47,535,180,1049,0,0,221,2,2,-336,523,185,0,708,0,0,1625,1625,227,227,476,1366,1842,8239,523,2000
101115595 ,北京市天坛客车厂,宋龙,厂长,平房,平房路241号,平房,平房,105,110401,5,10,85761368,,,,100025,改装车制造,纸制品,,3725,1,110,1,20,1987,1,1,,1,0,1,0,0,0,0,0,30,23,435,124,192,0,192,0,171,-4681,6388,2765,2440,433,4603,0,7622,11240,11240,3632,254,7355,218,0,14228,13606,5302,18908,-4680,1147,1147,0,0,0,0,0,6282,5869,23,55,335,0,1027,49,1,13,1585,1579,-2277,397,-1969,-1969,-1338,0,0,1301,1301,519,519,576,492,1068,5449,631,2000
101115771 ,北京毛纺动力厂,李贵启,厂长,,清河三街72号,清河,毛动力厂,108,111701,5,10,62912255,20,,,100085,发电,产汽,维修,4411,1,110,1,20,1987,8,1,,2,0,1,0,0,1,0,0,22,22,312,5581,26541,0,26541,0,213,15012,33846,17268,1242,0,27715,0,54245,77596,75849,23700,4283,44899,0,0,88091,21638,33210,54849,33242,21033,21033,0,0,0,0,0,35000,28621,0,203,6176,40,3880,118,111,845,435,435,1901,0,1904,0,4164,628,0,3533,3533,487,487,2057,3105,5162,13586,2260,2000
101116002 ,北京制呢厂,牛金镭,厂长,,清河,清河,北京制呢厂,108,111701,5,10,62913291,22,62911812,,100083,粗纺毛织品,,,1742,1,110,1,20,1909,10,1,,3,0,1,0,0,0,1,1,12,11,2500,22386,22126,648,31175,12505,1635,-9888,163944,17735,66252,53441,165676,9560,56519,120250,54041,63731,2673,60604,0,0,230023,228277,7096,235373,-5350,54083,54083,0,0,0,0,0,31175,39233,1819,77,-9954,6238,15029,268,60,3912,9349,9340,-28094,0,-19760,-19760,-18699,0,19759,12600,12600,2027,2027,984,4407,5401,32998,1061,2000
101116213 ,北京滤纸厂,王振和,厂长,兴寿,秦城,兴寿镇,秦城,114,111658,5,10,61725040,,61725040,,102212,滤油纸,油柒涂料纸,制花纸,2221,1,110,1,50,1970,7,1,,1,0,1,0,0,0,0,0,30,11,268,1251,2166,0,2736,0,199,-4175,16944,545,9990,3932,17728,20,14153,7965,7965,2034,193,6025,15993,0,47110,45390,5333,50723,-3613,6496,6496,0,0,0,0,0,2945,3174,24,26,-279,0,1470,0,0,0,2888,2888,-4637,0,-4637,-4637,-4312,0,940,1337,1337,54,54,299,230,500,6640,325,2000
101116256 ,北京市东郊车身制造厂,雷廷达,厂长,,孙河,孙河,孙河,105,111301,5,10,64364354,,,,100015,后围中柱,防撞杆,,3727,1,110,1,20,1988,6,1,,1,0,1,0,0,0,0,0,30,23,176,8215,9343,0,10989,0,52,3555,16363,1506,10274,3973,14359,0,18905,26877,26364,9240,1330,18307,1271,0,36539,16661,0,16661,19878,1596,0,0,1596,0,0,0,10989,8148,0,35,2806,0,1110,45,0,133,647,636,1049,0,730,0,1432,241,0,702,702,98,98,667,1201,1868,6455,702,2000
101116379 ,北京市乌鸡精厂,牛德山,厂长,平房,平房路六十九号,平房,平房,105,110401,5,10,65762668,,65762668,,100025,乌鸡精口服液,,,2730,1,110,1,20,1988,7,1,,1,0,1,0,0,0,0,0,30,11,248,48195,81783,0,85214,0,269,44907,42552,8519,9567,7395,39034,874,8974,10282,8265,3622,3622,6660,0,0,52400,21819,329,22149,30251,3115,3048,0,67,0,0,0,57645,20751,28550,778,7566,0,6789,27,27,513,52,32,725,8568,9281,0,18736,235,0,1858,1858,606,606,8677,2520,11197,45553,9455,2000
101116571 ,北京轻工印刷厂,刘宋刚,厂长,,西直门内南草厂11号,福绥境,,102,110401,1,10,66181839,,66181671,,100035,不干胶商标,,,2312,1,143,1,50,1960,4,1,,1,0,1,0,0,0,0,0,22,11,240,5087,7071,0,6879,0,241,3218,4826,841,1516,1063,4997,0,13007,18561,3914,5554,636,13280,0,0,17833,3909,100,4009,13824,2777,0,955,1822,0,0,0,7548,4657,777,75,2039,2178,3965,153,49,568,70,70,182,0,475,0,1360,399,0,3232,3232,452,240,810,534,1344,4663,885,2000
101116707 ,北京市自动化系统成套工程公司,骆俊明,董事长,,安定门西滨河路25号,和平里,地兴居,101,111059,2,10,64203335,,64229678,,100011,自动化成套系统,,,4211,1,110,1,20,1995,11,1,,1,0,1,0,0,0,0,0,30,23,115,22763,22763,0,22763,0,133,1508,87544,14490,21509,0,80705,50424,9331,12000,5188,5244,508,6967,0,0,147299,75219,17355,92574,54725,23918,0,0,23918,0,0,0,22763,16391,0,9,6363,236,4032,25,13,40,1640,1637,927,0,1409,0,1854,320,0,2322,2322,325,325,436,3433,3869,21691,445,2000
101117064 ,北京灯泡二厂,刘锡金,厂长,东环北,路28号,团结湖,白家庄东里,105,111311,3,10,65071221,30,65023191,,100026,特种灯泡,,,4071,1,110,1,20,1958,10,1,,1,0,1,0,0,0,0,0,30,12,274,0,0,0,0,0,249,3,6592,637,1261,743,9119,449,2830,6113,6113,3283,146,2902,3595,1213,13467,4378,7479,11857,1610,950,0,0,950,0,0,0,35,56,0,0,-21,4365,3546,48,0,673,708,706,90,0,104,0,107,40,0,1632,1632,228,228,3,0,3,0,3,2000
101117849 ,北京新华彩印厂,江南,厂长,路街道,车公庄大街3号,展览路街道,新华里,102,110903,2,10,68353252,,68351600,,100044,多色印刷品印刷,,,2311,1,110,1,10,1950,5,1,,1,0,1,0,0,0,0,0,13,11,753,20027,28466,0,29044,0,792,23121,44526,14507,17219,11500,40763,2590,81281,132422,70183,52060,4571,81299,218,0,128615,6245,20600,26845,101770,47281,47281,0,0,0,0,0,20806,13655,0,241,6910,6264,12742,499,0,4686,2288,2285,-1856,0,12,0,5256,156,0,9520,9520,1340,1340,5003,6144,12415,10348,5244,2000
101118198 ,北京金属材料房屋厂,李润泉,厂长,回龙观,回龙观,回龙观镇,回龙观村,221,110851,5,10,62716279,,62716278,,102208,金属结构制品,铝合金制品,,3410,1,110,1,20,1960,10,1,,1,0,1,0,0,0,0,0,30,23,83,2172,3103,0,2946,0,83,470,14491,1042,3447,228,10458,0,22924,14917,2555,1990,228,14367,11,0,37426,28700,4335,33035,4391,4012,619,0,3393,0,0,0,5866,2482,2555,166,663,0,616,61,0,519,-3,0,50,0,50,0,262,14,25,969,969,135,135,46,417,486,2679,212,2000
101118315 ,北京市司达旅行车公司,李东生,总经理,黄村,和义庄1号,大兴黄庄,和义庄,224,110063,5,10,67248989,,67248989,,100075,轻型客车,黄油盅,,3722,1,120,9,20,1958,7,1,,1,0,1,0,0,0,0,0,30,23,667,870,770,141,850,0,180,87,43943,5081,8843,7415,42630,70843,47601,39695,16721,5229,143,36375,0,0,162387,41514,0,41514,120873,63505,0,63505,0,0,0,0,12874,12793,50,5,26,0,1458,0,0,493,207,207,-1639,0,-1510,-1510,-1496,0,0,597,597,84,84,9,2218,2190,692,14,2000
101118593 ,北京燕京汽车厂,李书林,厂长,,太平街8号,陶然亭,三四零一家,104,110422,1,10,63016655,,63030843,,100050,汽车制造,汽车修理,客车制造业,3722,1,110,1,10,1950,2,1,,4,0,2,0,0,1,0,1,13,23,1831,12885,44747,0,47699,0,838,5907,44454,1809,24322,3827,49941,0,91202,120647,58962,32645,2430,74062,0,0,135656,64586,37949,102535,33121,91060,91060,0,0,0,0,0,50553,42057,2139,342,6015,6828,23400,476,0,7888,3683,3066,-14240,0,-16159,-16159,-14575,0,4788,11464,11464,1605,1605,1242,7697,9019,40082,1584,2000
101118825 ,北京市东辛金属结构加工厂,孪勇,厂长,南皋,东辛店村,南皋,,105,111401,5,10,64363260,,,,100015,木制地板,木制门窗,木制拼板,2033,1,110,1,20,1990,1,1,,1,0,1,0,0,0,0,0,30,11,18,868,868,0,868,0,18,461,1617,0,1180,720,1662,800,1478,2023,1882,545,194,1551,0,0,3895,2559,0,2559,1336,300,300,0,0,0,0,0,868,564,0,18,286,0,227,0,7,12,83,83,-24,0,3,0,145,1,2,114,114,24,24,124,10,122,531,142,2000
101119705 ,北京市华表时装公司,郭宝春,总经理,,和平里十四区,和平里,华表,105,110724,2,10,64229175,,,,100013,服装,,,1810,1,110,1,20,1964,9,1,,4,0,1,0,0,3,0,0,21,11,555,1656,2023,0,12229,0,533,1084,25310,2459,2776,1851,24522,5352,18418,31139,24137,14053,394,19235,1598,0,50678,24531,7164,31695,18983,19714,16714,0,3000,0,0,0,12229,10877,968,24,360,6757,6594,259,78,1647,466,1264,57,0,303,0,888,0,0,3114,3114,432,432,561,1451,2012,1500,585,2000
101119801 ,北京毛线厂,蔡承业,厂长,,芳星园二区甲三号,方庄地区,,106,111336,2,10,67628881,30,67630299,,100078,毛线,,,1742,1,120,9,20,1975,5,1,,1,0,1,0,0,0,0,0,21,11,776,4178,3553,0,5822,0,269,-1314,28959,4210,13538,11133,28012,628,33697,25379,24712,11430,0,14571,2774,2774,66058,42172,5,42177,23881,23339,0,23339,0,0,0,0,5876,7264,645,9,-2042,7106,4637,105,40,72,1664,1642,-1237,0,-1967,-1967,-1721,0,0,3033,3033,421,421,237,865,1102,5104,246,2000
101120001 ,首钢总公司,罗冰生,董事长,,石景山路厂东门,古城,,107,110426,5,10,68293520,,68293518,,100041,生铁,转炉钢,钢材,3240,1,110,1,20,1919,8,1,,40,0,20,0,1,1,2,16,11,22,59601,12014750,16718480,1197710,16756270,991290,97334,6195423,11348905,1212204,4839586,649540,11698096,4887307,22790921,32724719,32724719,14724053,1266118,18487366,411182,241669,39278592,13008458,2959256,15967714,23310878,10535215,6622048,0,3563167,350000,0,0,21026479,18289257,222567,117522,2397133,260244,1608395,78144,2863,591723,800674,772607,248308,48,282406,0,1607067,312799,0,1979868,1979868,247193,247193,1207139,4511048,5575437,11730196,1324661,2000
101120060 ,中国核工业总公司北京核仪器厂,王青衍,厂长,,东环北路42号,建外,261,105,110132,3,10,65022082,,,,100020,仪器,医用核素设备,,4228,1,110,1,10,1957,10,1,,1,0,1,0,0,0,0,0,13,23,1057,30090,32640,0,28912,0,823,13747,56947,7649,18112,5411,56623,15272,51648,74817,62001,28872,1740,48265,304,0,124171,31697,20761,52458,71713,48806,0,0,48806,0,0,0,28279,22190,1175,296,4618,13318,17451,535,0,9210,59,56,426,0,1029,0,4233,407,0,10283,10283,-6318,-6318,2908,1890,4798,21801,3204,2000
101120669 ,北京仲豪实业公司,俞国友,总经理,霍营,霍营,霍营乡,霍营村,221,110601,5,10,69791743,,,,102209,铝合金门窗制造安装,装饰装璜,销售建材,3482,1,110,1,20,1992,11,1,,1,0,1,0,0,0,0,0,30,12,32,0,0,0,0,0,19,1,672,127,79,0,239,0,3309,4082,4082,1057,45,3031,3073,0,7054,5178,0,5178,1876,1342,1342,0,0,0,0,0,0,0,0,0,0,100,83,5,37,3,29,29,-12,0,30,0,31,8,0,155,155,31,31,1,0,0,0,1,2000
101121856 ,北京市北郊饲料公司,蒋瑾,经理,霍营,霍营,霍营乡,霍营村,221,110601,5,10,69791093,,,,102209,103猪料,102猪料,302牛料,1314,1,110,1,20,1976,12,1,,1,0,1,0,0,0,0,0,30,11,73,7189,7557,0,7557,0,61,939,24603,3088,286,0,24298,0,2063,3433,3433,1370,197,2408,0,0,26666,18063,3900,21963,4703,2997,2997,0,0,0,0,0,7437,7141,0,0,296,0,798,23,0,0,255,255,-757,682,10,0,11,0,0,432,432,94,94,1,0,0,6619,1,2000
